id,name,ranking,adm_rate,size,SAT_math,SAT_EBRW,ACT_composite,in_state_cost,out_state_cost,institution_type,grad_debt_median,completion_rate,state,majors
50,Providence College,229,0.5152,4011,645,639,28,69730,69730,Private nonprofit,27000,83.1,RI,"[""Accounting"", ""American/United States Studies/Civilization"", ""Art History, Criticism and Conservation"", ""Art/Art Studies, General"", ""Biochemistry"", ""Biology Teacher Education"", ""Biology/Biological Sciences, General"", ""Business Administration and Management, General"", ""Chemistry Teacher Education"", ""Chemistry, General"", ""Classics and Classical Languages, Literatures, and Linguistics, Other"", ""Community Organization and Advocacy"", ""Computer Science"", ""Creative Writing"", ""Drama and Dramatics/Theatre Arts, General"", ""Econometrics and Quantitative Economics"", ""Economics, General"", ""Engineering Physics/Applied Physics"", ""English Language and Literature, General"", ""English/Language Arts Teacher Education"", ""Finance, General"", ""Fire Science/Fire-fighting"", ""Foreign Language Teacher Education"", ""French Language Teacher Education"", ""French Language and Literature"", ""General Studies"", ""Health/Health Care Administration/Management"", ""History Teacher Education"", ""History, General"", ""Humanities/Humanistic Studies""]"
49,Princeton University,5,0.0641,5246,765,740,33,70900,70900,Private nonprofit,9850,87.4,NJ,"[""African-American/Black Studies"", ""Anthropology"", ""Architecture"", ""Art History, Criticism and Conservation"", ""Astrophysics"", ""Chemical Engineering"", ""Chemistry, General"", ""Civil Engineering, General"", ""Classics and Classical Languages, Literatures, and Linguistics, General"", ""Comparative Literature"", ""Computer Science"", ""East Asian Studies"", ""Ecology and Evolutionary Biology"", ""Economics, General"", ""Electrical and Electronics Engineering"", ""Engineering, General"", ""English Language and Literature, General"", ""French Language and Literature"", ""Geology/Earth Science, General""]"
48,Nova Southeastern University,401,0.5817,4417,585,560,24,50450,50450,Private nonprofit,22907,40.8,FL,"[""Accounting"", ""Art Teacher Education"", ""Behavioral Sciences"", ""Biology/Biological Sciences, General"", ""Business Administration and Management, General"", ""Chemistry, General"", ""Computer Science"", ""Computer Software Engineering"", ""Computer and Information Sciences, General"", ""Criminal Justice/Safety Studies"", ""Dance, General"", ""Diagnostic Medical Sonography/Sonographer and Ultrasound Technician"", ""Drama and Dramatics/Theatre Arts, General"", ""Education, General"", ""Elementary Education and Teaching"", ""English Language and Literature, General"", ""English/Language Arts Teacher Education"", ""Environmental Science"", ""Finance, General"", ""Fine/Studio Arts, General"", ""General Studies"", ""Health Professions and Related Clinical Sciences, Other"", ""History, General"", ""Human Development and Family Studies, General""]"
47,Northwestern University,11,0.0924,8489,760,730,34,78599,78599,Private nonprofit,15000,81.8,IL,"[""African Studies"", ""African-American/Black Studies"", ""American/United States Studies/Civilization"", ""Anthropology"", ""Applied Mathematics, General"", ""Area Studies, Other"", ""Art History, Criticism and Conservation"", ""Art/Art Studies, General"", ""Asian Studies/Civilization"", ""Astronomy"", ""Audiology/Audiologist"", ""Audiology/Audiologist and Speech-Language Pathology/Pathologist"", ""Biochemistry"", ""Bioengineering and Biomedical Engineering"", ""Biological and Physical Sciences"", ""Biology/Biological Sciences, General"", ""Caribbean Studies"", ""Cell/Cellular Biology and Histology"", ""Chemical Engineering"", ""Chemistry, General"", ""Civil Engineering, General"", ""Classics and Classical Languages, Literatures, and Linguistics, General"", ""Cognitive Psychology and Psycholinguistics"", ""Communication Sciences and Disorders, General"", ""Communication and Media Studies, Other"", ""Community Organization and Advocacy"", ""Community Psychology"", ""Comparative Literature"", ""Computer Engineering, General"", ""Computer Science"", ""Computer and Information Sciences, General"", ""Counseling Psychology"", ""Dance, General"", ""Drama and Dramatics/Theatre Arts, General"", ""East Asian Languages, Literatures, and Linguistics, Other"", ""Ecology"", ""Economics, General"", ""Education, General"", ""Education/Teaching of Individuals with Specific Learning Disabilities"", ""Electrical and Electronics Engineering"", ""Engineering Science"", ""Engineering, General"", ""Engineering, Other"", ""English Language and Literature, General"", ""Environmental Science"", ""Environmental Studies"", ""Environmental/Environmental Health Engineering"", ""Film/Cinema/Video Studies"", ""French Language and Literature"", ""General Studies"", ""Geography"", ""Geology/Earth Science, General"", ""German Language and Literature"", ""History, General"", ""Humanities/Humanistic Studies"", ""Industrial Engineering""]"
46,North Park University,401,0.5373,2018,-1,-1,22,,,Private nonprofit,25000,39.1,IL,"[""Accounting"", ""Advertising"", ""African Studies"", ""Art/Art Studies, General"", ""Athletic Training/Trainer"", ""Bible/Biblical Studies"", ""Biology/Biological Sciences, General"", ""Business Administration and Management, General"", ""Chemistry, General"", ""Comparative Literature"", ""Computer Science"", ""Creative Writing"", ""Criminal Justice/Law Enforcement Administration"", ""Drama and Dramatics/Theatre Arts, General"", ""Early Childhood Education and Teaching"", ""Economics, General"", ""Elementary Education and Teaching"", ""Engineering, General"", ""English Language and Literature, General"", ""Environmental Studies"", ""Finance, General"", ""French Language and Literature"", ""French Studies"", ""History, General"", ""Information Technology"", ""International Business/Trade/Commerce"", ""International/Global Studies""]"
45,New York University,31,0.2766,26055,725,683,31,76602,76602,Private nonprofit,21250,76.5,NY,"[""Accounting"", ""Actuarial Science"", ""African-American/Black Studies"", ""Anthropology"", ""Applied Psychology"", ""Archeology"", ""Area Studies, Other"", ""Art History, Criticism and Conservation"", ""Audiology/Audiologist and Speech-Language Pathology/Pathologist"", ""Biochemistry"", ""Bioengineering and Biomedical Engineering"", ""Biology/Biological Sciences, General"", ""Business Statistics"", ""Business, Management, Marketing, and Related Support Services, Other"", ""Business/Commerce, General"", ""Business/Managerial Economics"", ""Chemical Engineering"", ""Chemical and Biomolecular Engineering"", ""Chemistry Teacher Education"", ""Chemistry, General"", ""Cinematography and Film/Video Production"", ""Civil Engineering, General"", ""Classics and Classical Languages, Literatures, and Linguistics, General"", ""Commercial and Advertising Art"", ""Communication and Media Studies, Other"", ""Community Organization and Advocacy"", ""Comparative Literature"", ""Computer Engineering, General"", ""Computer and Information Sciences and Support Services, Other"", ""Computer and Information Sciences, General"", ""Construction Engineering"", ""Dance, General"", ""Dental Hygiene/Hygienist"", ""Digital Communication and Media/Multimedia"", ""Drama and Dramatics/Theatre Arts, General"", ""Early Childhood Education and Teaching"", ""East Asian Studies"", ""Ecology"", ""Econometrics and Quantitative Economics"", ""Economics, General"", ""Electrical and Electronics Engineering"", ""Elementary Education and Teaching"", ""Engineering Physics/Applied Physics"", ""Engineering, Other"", ""English Language and Literature, General"", ""English Literature (British and Commonwealth)"", ""Environmental Studies"", ""Ethnic, Cultural Minority, Gender, and Group Studies, Other"", ""European Studies/Civilization"", ""Film/Cinema/Video Studies"", ""Finance, General"", ""Fine Arts and Art Studies, Other"", ""Fine/Studio Arts, General"", ""Foods, Nutrition, and Wellness Studies, General"", ""Foreign Language Teacher Education"", ""Foreign Languages and Literatures, General"", ""Foreign Languages, Literatures, and Linguistics, Other"", ""French Language Teacher Education"", ""French Language and Literature"", ""General Literature"", ""General Studies"", ""German Language and Literature"", ""Health Professions and Related Clinical Sciences, Other""]"
44,New Jersey Institute of Technology,245,0.6139,7489,660,626,27,38574,54286,Public,23000,29.1,NJ,"[""Applied Mathematics, General"", ""Architecture"", ""Architecture and Related Services, Other"", ""Art/Art Studies, General"", ""Biochemistry"", ""Bioengineering and Biomedical Engineering"", ""Bioinformatics"", ""Biology/Biological Sciences, General"", ""Biophysics"", ""Business Administration and Management, General"", ""Business, Management, Marketing, and Related Support Services, Other"", ""Chemical Engineering"", ""Chemistry, General"", ""Civil Engineering, General"", ""Clinical/Medical Laboratory Science and Allied Professions, Other"", ""Communication and Media Studies, Other"", ""Computer Engineering, General"", ""Computer Science"", ""Computer and Information Sciences, General"", ""Electrical and Electronics Engineering"", ""Engineering Science""]"
43,Mount Holyoke College,61,0.5084,2186,690,680,31,73078,73078,Private nonprofit,19000,80.7,MA,"[""African-American/Black Studies"", ""Ancient Studies/Civilization"", ""Ancient/Classical Greek Language and Literature"", ""Anthropology"", ""Architecture and Related Services, Other"", ""Art History, Criticism and Conservation"", ""Asian Studies/Civilization"", ""Astronomy"", ""Biochemistry"", ""Biology/Biological Sciences, General"", ""Chemistry, General"", ""Classics and Classical Languages, Literatures, and Linguistics, General"", ""Computer Science"", ""Dance, General"", ""Drama and Dramatics/Theatre Arts, General"", ""East Asian Studies"", ""Economics, General"", ""Education, Other"", ""English Language and Literature, General"", ""Environmental Studies"", ""Ethnic, Cultural Minority, Gender, and Group Studies, Other"", ""Film/Cinema/Video Studies"", ""Fine/Studio Arts, General"", ""French Language and Literature"", ""Geography""]"
42,Moravian College,285,0.7597,2007,550,554,24,62876,62876,Private nonprofit,27000,59.1,PA,"[""Accounting"", ""Art/Art Studies, General"", ""Biochemistry"", ""Biological and Physical Sciences"", ""Biology/Biological Sciences, General"", ""Business Administration and Management, General"", ""Chemistry, General"", ""Community Health and Preventive Medicine"", ""Computer Science"", ""Economics, General"", ""English Language and Literature, General"", ""Environmental Science"", ""Environmental Studies"", ""French Language and Literature"", ""French Studies"", ""Geology/Earth Science, General"", ""German Language and Literature""]"
41,Missouri University of Science and Technology,199,0.8351,6872,640,576,27,23993,42941,Public,24750,22.7,MO,"[""Aerospace, Aeronautical and Astronautical/Space Engineering"", ""Agricultural Engineering"", ""Applied Mathematics, General"", ""Architectural Engineering"", ""Biology/Biological Sciences, General"", ""Business Administration and Management, General"", ""Business, Management, Marketing, and Related Support Services, Other"", ""Ceramic Sciences and Engineering"", ""Chemical Engineering"", ""Chemistry, General"", ""Civil Engineering, General"", ""Computer Engineering, General"", ""Computer Science"", ""Computer and Information Sciences and Support Services, Other"", ""Computer and Information Sciences, General"", ""Economics, General"", ""Electrical and Electronics Engineering"", ""Engineering, General"", ""Engineering/Industrial Management"", ""English Language and Literature, General""]"
40,Mississippi State University,401,0.624,17723,-1,-1,25,26014,41054,Public,23000,31.5,MS,"[""Accounting"", ""Aerospace, Aeronautical and Astronautical/Space Engineering"", ""Agribusiness/Agricultural Business Operations"", ""Agricultural Economics"", ""Agricultural Teacher Education"", ""Agroecology and Sustainable Agriculture"", ""Agronomy and Crop Science"", ""Animal Sciences, General"", ""Anthropology"", ""Apparel and Textiles, General"", ""Architecture"", ""Biochemistry"", ""Bioengineering and Biomedical Engineering"", ""Biological and Physical Sciences"", ""Biology/Biological Sciences, General"", ""Business Administration and Management, General"", ""Business Teacher Education"", ""Business/Managerial Economics"", ""Chemical Engineering"", ""Chemistry, General"", ""Civil Engineering, General"", ""Clinical Laboratory Science/Medical Technology/Technologist"", ""Computer Engineering, General"", ""Computer and Information Sciences, General"", ""Construction Management"", ""Criminology"", ""Culinary Science/Culinology"", ""Economics, General"", ""Educational Psychology"", ""Electrical and Electronics Engineering"", ""Elementary Education and Teaching"", ""Engineering, Other"", ""English Language and Literature, General"", ""Family and Consumer Sciences/Human Sciences, General"", ""Finance, General"", ""Food Science"", ""Foreign Languages and Literatures, General"", ""Forest Sciences and Biology""]"
39,Merrimack College,401,0.8154,3404,-1,-1,-1,58150,58150,Private nonprofit,27000,65.6,MA,"[""Accounting"", ""Applied Mathematics, Other"", ""Art History, Criticism and Conservation"", ""Biochemistry"", ""Biology Teacher Education"", ""Biology/Biological Sciences, General"", ""Business Administration and Management, General"", ""Chemistry Teacher Education"", ""Chemistry, General"", ""Civil Engineering, General"", ""Communication, Journalism, and Related Programs, Other"", ""Computer Engineering, General"", ""Computer Science"", ""Criminal Justice/Law Enforcement Administration"", ""Design and Applied Arts, Other"", ""Drama and Dramatics/Theatre Arts, General"", ""Early Childhood Education and Teaching"", ""Economics, General"", ""Education, General"", ""Electrical and Electronics Engineering"", ""Elementary Education and Teaching"", ""English Language and Literature, General"", ""English/Language Arts Teacher Education"", ""Environmental Science"", ""Environmental Studies"", ""Exercise Physiology"", ""Family and Community Services"", ""Finance, General"", ""Financial Planning and Services"", ""French Language Teacher Education"", ""French Language and Literature"", ""Health Professions and Related Clinical Sciences, Other"", ""Health Services/Allied Health/Health Sciences, General"", ""History Teacher Education""]"
38,Mercer University,234,0.7326,4708,625,633,27,53394,53394,Private nonprofit,25000,48.5,GA,"[""Accounting"", ""African-American/Black Studies"", ""Art/Art Studies, General"", ""Biochemistry"", ""Biology/Biological Sciences, General"", ""Business Administration, Management and Operations, Other"", ""Business/Commerce, General"", ""Chemistry, General"", ""Chemistry, Other"", ""Classics and Classical Languages, Literatures, and Linguistics, General"", ""Computational Science"", ""Computer Science"", ""Creative Writing"", ""Criminology"", ""Drama and Dramatics/Theatre Arts, General"", ""Economics, General"", ""Elementary Education and Teaching"", ""Engineering, General"", ""Engineering/Industrial Management"", ""English Language and Literature, General"", ""Entrepreneurship/Entrepreneurial Studies"", ""Finance, General"", ""French Language and Literature"", ""German Language and Literature"", ""Graphic Design"", ""Health/Medical Preparatory Programs, Other"", ""History, General"", ""Human Resources Management/Personnel Administration, General"", ""Human Services, General"", ""Information Science/Studies"", ""International Business/Trade/Commerce"", ""International Public Health/International Health""]"
37,Massachusetts Institute of Technology,2,0.0717,4489,790,741,35,73160,73160,Private nonprofit,12500,85.1,MA,"[""Aerospace, Aeronautical and Astronautical/Space Engineering"", ""Anthropology"", ""Architecture"", ""Bioengineering and Biomedical Engineering"", ""Biology/Biological Sciences, General"", ""Business/Commerce, General"", ""Chemical Engineering"", ""Chemical and Biomolecular Engineering"", ""Chemistry, General"", ""City/Urban, Community and Regional Planning"", ""Civil Engineering, General"", ""Cognitive Science"", ""Computational Biology"", ""Computer Science"", ""Creative Writing"", ""Drama and Dramatics/Theatre Arts, General"", ""Econometrics and Quantitative Economics"", ""Electrical and Electronics Engineering"", ""English Language and Literature, General"", ""Environmental/Environmental Health Engineering""]"
36,Manhattan College,266,0.7539,3664,580,585,-1,63534,63534,Private nonprofit,26000,58.0,NY,"[""Accounting"", ""Biochemistry"", ""Biology/Biological Sciences, General"", ""Biotechnology"", ""Chemical Engineering"", ""Chemistry, General"", ""Civil Engineering, General"", ""Classics and Classical Languages, Literatures, and Linguistics, General"", ""Computer Engineering, General"", ""Computer Science"", ""Economics, General"", ""Education, General"", ""Electrical and Electronics Engineering"", ""Elementary Education and Teaching"", ""Engineering, General"", ""English Language and Literature, General"", ""Environmental/Environmental Health Engineering"", ""Finance, General"", ""French Language and Literature"", ""History, General"", ""International Relations and Affairs"", ""Junior High/Intermediate/Middle School Education and Teaching""]"
35,Lawrence Technological University,401,0.5964,2191,585,570,25,51846,51846,Private nonprofit,27000,17.9,MI,"[""Accounting"", ""Animation, Interactive Technology, Video Graphics and Special Effects"", ""Architectural Engineering"", ""Architectural and Building Sciences/Technology"", ""Biochemistry"", ""Bioengineering and Biomedical Engineering"", ""Business Administration and Management, General"", ""Chemistry, General"", ""Civil Engineering, General"", ""Computer Engineering, General"", ""Computer Science"", ""Computer Software Engineering"", ""Construction Management"", ""Design and Visual Communications, General"", ""Digital Communication and Media/Multimedia"", ""Electrical and Electronics Engineering"", ""Engineering Technology, General"", ""English Language and Literature, General"", ""Environmental Chemistry""]"
34,Kennesaw State University,600,0.6063,32309,-1,-1,-1,26733,40459,Public,24126,13.9,GA,"[""Accounting"", ""African Studies"", ""Anthropology"", ""Applied Mathematics, General"", ""Architecture"", ""Art History, Criticism and Conservation"", ""Art Teacher Education"", ""Art/Art Studies, General"", ""Asian Studies/Civilization"", ""Biochemistry"", ""Biology Teacher Education"", ""Biology/Biological Sciences, General"", ""Business Administration and Management, General"", ""Business/Managerial Economics"", ""Chemistry, General"", ""Civil Engineering, General"", ""Communication and Media Studies, Other"", ""Computer Engineering Technology/Technician"", ""Computer Programming, Specific Applications"", ""Computer Science"", ""Computer Software Engineering"", ""Computer and Information Sciences, General"", ""Computer and Information Systems Security/Information Assurance"", ""Construction Engineering"", ""Construction Management"", ""Criminal Justice/Safety Studies"", ""Dance, General"", ""Digital Arts"", ""Drama and Dramatics/Theatre Arts, General"", ""Early Childhood Education and Teaching"", ""Electrical and Electronics Engineering"", ""Electrical, Electronic and Communications Engineering Technology/Technician"", ""Elementary Education and Teaching"", ""Engineering Technology, General"", ""Engineering/Industrial Management"", ""English Language and Literature, General"", ""English/Language Arts Teacher Education"", ""Entrepreneurship/Entrepreneurial Studies"", ""Environmental Science"", ""Environmental/Environmental Health Engineering"", ""Finance, General""]"
33,Kalamazoo College,181,0.7338,1415,615,640,28,63176,63176,Private nonprofit,24500,73.1,MI,"[""Art History, Criticism and Conservation"", ""Art/Art Studies, General"", ""Biology/Biological Sciences, General"", ""Business/Commerce, General"", ""Chemistry, General"", ""Classical, Ancient Mediterranean and Near Eastern Studies and Archaeology"", ""Computer and Information Sciences, General"", ""Drama and Dramatics/Theatre Arts, General"", ""East Asian Studies"", ""Economics, General"", ""English Language and Literature, General"", ""Ethnic, Cultural Minority, Gender, and Group Studies, Other"", ""French Language and Literature""]"
32,John Carroll University,305,0.8503,2972,530,536,25,60217,60217,Private nonprofit,27000,71.7,OH,"[""Accounting"", ""Art History, Criticism and Conservation"", ""Asian Studies/Civilization"", ""Biological and Physical Sciences"", ""Biology/Biological Sciences, General"", ""Business Administration and Management, General"", ""Chemistry, General"", ""Classics and Classical Languages, Literatures, and Linguistics, General"", ""Comparative Literature"", ""Computer Science"", ""East Asian Studies"", ""Economics, General"", ""Education, General"", ""Elementary Education and Teaching"", ""Engineering Physics/Applied Physics"", ""English Language and Literature, General"", ""Environmental Studies"", ""Finance, General"", ""French Language and Literature"", ""German Language and Literature"", ""Gerontology"", ""History, General"", ""Human Resources Management/Personnel Administration, General"", ""Humanities/Humanistic Studies"", ""International Business/Trade/Commerce"", ""International Economics"", ""International Relations and Affairs""]"
31,Iona College,401,0.922,2989,535,550,23,59258,59258,Private nonprofit,26475,59.8,NY,"[""Accounting"", ""Advertising"", ""Applied Mathematics, General"", ""Audiology/Audiologist and Speech-Language Pathology/Pathologist"", ""Biochemistry"", ""Biology Teacher Education"", ""Biology/Biological Sciences, General"", ""Business Administration and Management, General"", ""Chemistry, General"", ""Computer Science"", ""Computer Systems Networking and Telecommunications"", ""Computer and Information Systems Security/Information Assurance"", ""Criminal Justice/Law Enforcement Administration"", ""Early Childhood Education and Teaching"", ""Economics, General"", ""Elementary Education and Teaching"", ""English Language and Literature, General"", ""English/Language Arts Teacher Education"", ""Environmental Biology"", ""Environmental Studies"", ""Finance, General"", ""Foreign Language Teacher Education"", ""French Language Teacher Education"", ""French Language and Literature"", ""Health/Health Care Administration/Management"", ""History, General""]"
30,Indiana University Bloomington,123,0.7601,33104,630,620,28,25657,51222,Public,20500,64.0,IN,"[""African-American/Black Studies"", ""American/United States Studies/Civilization"", ""Ancient/Classical Greek Language and Literature"", ""Animal Behavior and Ethology"", ""Anthropology"", ""Apparel and Textiles, General"", ""Art History, Criticism and Conservation"", ""Art Teacher Education"", ""Art/Art Studies, General"", ""Artificial Intelligence"", ""Astronomy"", ""Athletic Training/Trainer"", ""Atmospheric Sciences and Meteorology, Other"", ""Audiology/Audiologist and Speech-Language Pathology/Pathologist"", ""Ballet"", ""Biochemistry"", ""Biological and Biomedical Sciences, Other"", ""Biology Teacher Education"", ""Biology/Biological Sciences, General"", ""Biotechnology"", ""Business/Commerce, General"", ""Chemistry Teacher Education"", ""Chemistry, General"", ""Classics and Classical Languages, Literatures, and Linguistics, General"", ""Cognitive Science"", ""Community Health and Preventive Medicine"", ""Comparative Literature"", ""Computer Science"", ""Criminal Justice/Safety Studies"", ""Dance, General"", ""Design and Visual Communications, General"", ""Digital Communication and Media/Multimedia"", ""Drama and Dramatics/Theatre Arts, General"", ""Early Childhood Education and Teaching"", ""East Asian Languages, Literatures, and Linguistics, General"", ""East Asian Studies"", ""Economics, General"", ""Education, Other"", ""Elementary Education and Teaching"", ""Engineering, General"", ""English Language and Literature, General"", ""English/Language Arts Teacher Education"", ""Environmental Health"", ""Environmental Science"", ""Environmental Studies"", ""Epidemiology"", ""Ethnic, Cultural Minority, Gender, and Group Studies, Other"", ""Fashion/Apparel Design"", ""Fine and Studio Arts Management"", ""Fine/Studio Arts, General"", ""Folklore Studies"", ""French Language and Literature"", ""Game and Interactive Media Design"", ""Geography"", ""Geology/Earth Science, General""]"
29,Illinois College,340,0.5487,947,540,544,23,43870,43870,Private nonprofit,27000,65.1,IL,"[""Accounting"", ""Art/Art Studies, General"", ""Biology/Biological Sciences, General"", ""Business Administration and Management, General"", ""Business/Managerial Economics"", ""Chemistry, General"", ""Clinical Laboratory Science/Medical Technology/Technologist"", ""Computer Science"", ""Cytotechnology/Cytotechnologist"", ""Drama and Dramatics/Theatre Arts, General"", ""Early Childhood Education and Teaching"", ""Economics, General"", ""Education, General"", ""Elementary Education and Teaching"", ""English Language and Literature, General"", ""Environmental Studies"", ""Finance, General"", ""French Language and Literature"", ""German Language and Literature"", ""History, General"", ""Information Science/Studies"", ""International Relations and Affairs""]"
28,Idaho State University,501,,7921,510,26,22,21111,35887,Public,22968,20.1,ID,"[""Accounting"", ""Administrative Assistant and Secretarial Science, General"", ""Aeronautical/Aerospace Engineering Technology/Technician"", ""Aircraft Powerplant Technology/Technician"", ""Anthropology"", ""Art/Art Studies, General"", ""Audiology/Audiologist and Speech-Language Pathology/Pathologist"", ""Autobody/Collision and Repair Technology/Technician"", ""Automobile/Automotive Mechanics Technology/Technician"", ""Biochemistry"", ""Biology/Biological Sciences, General"", ""Business Administration and Management, General"", ""Business/Commerce, General"", ""CAD/CADD Drafting and/or Design Technology/Technician"", ""Chemistry, General"", ""Child Care and Support Services Management"", ""Civil Engineering Technology/Technician"", ""Civil Engineering, General"", ""Clinical Laboratory Science/Medical Technology/Technologist"", ""Computer Science"", ""Computer Systems Networking and Telecommunications"", ""Criminal Justice/Police Science"", ""Critical Infrastructure Protection"", ""Dance, General"", ""Dental Hygiene/Hygienist"", ""Diesel Mechanics Technology/Technician"", ""Dietetics/Dietitian"", ""Drama and Dramatics/Theatre Arts, General"", ""Early Childhood Education and Teaching"", ""Economics, General"", ""Electrical and Electronics Engineering"", ""Electrical, Electronic and Communications Engineering Technology/Technician"", ""Elementary Education and Teaching"", ""Energy Management and Systems Technology/Technician"", ""English Language and Literature, General"", ""Environmental Science"", ""Family and Consumer Sciences/Human Sciences, General"", ""Finance, General"", ""Fire Science/Fire-fighting"", ""French Language and Literature"", ""General Studies"", ""Geology/Earth Science, General"", ""German Language and Literature"", ""Health Information/Medical Records Technology/Technician"", ""Health Services/Allied Health/Health Sciences, General"", ""Health Teacher Education""]"
27,Hope College,261,0.7363,3029,600,605,26,48680,48680,Private nonprofit,26920,67.3,MI,"[""Accounting"", ""Accounting and Business/Management"", ""Art History, Criticism and Conservation"", ""Art Teacher Education"", ""Athletic Training/Trainer"", ""Biochemistry and Molecular Biology"", ""Biology Teacher Education"", ""Biology/Biological Sciences, General"", ""Business Administration and Management, General"", ""Business/Managerial Economics"", ""Chemistry Teacher Education"", ""Chemistry, General"", ""Classics and Classical Languages, Literatures, and Linguistics, General"", ""Computer and Information Sciences, General"", ""Dance, General"", ""Drama and Dance Teacher Education"", ""Drama and Dramatics/Theatre Arts, General"", ""Economics, General"", ""Education/Teaching of Individuals in Early Childhood Special Education Programs"", ""Education/Teaching of Individuals with Emotional Disturbances"", ""Education/Teaching of Individuals with Specific Learning Disabilities"", ""Elementary Education and Teaching"", ""Engineering, General"", ""English Language and Literature, General"", ""English/Language Arts Teacher Education"", ""Fine/Studio Arts, General"", ""French Language Teacher Education"", ""French Language and Literature"", ""Geology/Earth Science, General"", ""German Language Teacher Education"", ""German Language and Literature"", ""History Teacher Education""]"
26,Hendrix College,396,0.798,1233,620,635,26,62174,62174,Private nonprofit,27000,67.3,AR,"[""Accounting"", ""American/United States Studies/Civilization"", ""Anthropology"", ""Art/Art Studies, General"", ""Biochemistry and Molecular Biology"", ""Biology/Biological Sciences, General"", ""Chemical Physics"", ""Chemistry, General"", ""Classics and Classical Languages, Literatures, and Linguistics, General"", ""Computer Science"", ""Drama and Dramatics/Theatre Arts, General"", ""Economics, General"", ""English Language and Literature, General"", ""Environmental Studies"", ""French Language and Literature""]"
25,Gordon College,401,0.8889,1573,577,595,26,52436,52436,Private nonprofit,26901,57.4,MA,"[""Accounting"", ""Art/Art Studies, General"", ""Biochemistry"", ""Biology/Biological Sciences, General"", ""Business Administration and Management, General"", ""Chemistry, General"", ""Christian Studies"", ""Computer Science"", ""Drama and Dramatics/Theatre Arts, General"", ""Early Childhood Education and Teaching"", ""Economics, General"", ""Elementary Education and Teaching"", ""English Language and Literature, General"", ""Exercise Physiology"", ""Finance, General"", ""Fine/Studio Arts, General"", ""Foreign Languages and Literatures, General"", ""French Language and Literature"", ""German Language and Literature""]"
24,Gettysburg College,101,0.458,2411,665,675,28,73560,73560,Private nonprofit,23250,80.5,PA,"[""African-American/Black Studies"", ""American History (United States)"", ""American/United States Studies/Civilization"", ""Ancient/Classical Greek Language and Literature"", ""Anthropology"", ""Area Studies, Other"", ""Art History, Criticism and Conservation"", ""Art/Art Studies, General"", ""Asian History"", ""Biochemistry"", ""Biological and Physical Sciences"", ""Biology/Biological Sciences, General"", ""Broadcast Journalism"", ""Business Administration and Management, General"", ""Business Administration, Management and Operations, Other"", ""Chemistry, General"", ""Chinese Studies"", ""Classics and Classical Languages, Literatures, and Linguistics, General"", ""Comparative Literature"", ""Computer Science"", ""Creative Writing"", ""Drama and Dramatics/Theatre Arts, General"", ""East Asian Studies"", ""Economics, General"", ""Education, General"", ""Elementary Education and Teaching"", ""Engineering, Other"", ""English Language and Literature, General"", ""Environmental Science"", ""Environmental Studies"", ""European History"", ""European Studies/Civilization"", ""Fine/Studio Arts, General"", ""French Language and Literature"", ""German Language and Literature"", ""Health Professions and Related Clinical Sciences, Other"", ""Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies"", ""History, General"", ""International Business/Trade/Commerce"", ""International Economics"", ""International Relations and Affairs""]"
23,Gannon University,391,0.799,2616,550,555,23,,,Private nonprofit,27000,47.2,PA,"[""Accounting"", ""Acting"", ""Advertising"", ""Aquatic Biology/Limnology"", ""Area Studies, Other"", ""Biochemistry"", ""Bioengineering and Biomedical Engineering"", ""Bioinformatics"", ""Biology/Biological Sciences, General"", ""Business Administration and Management, General"", ""Chemistry, General"", ""Clinical Laboratory Science/Medical Technology/Technologist"", ""Computer Programming/Programmer, General"", ""Computer Science"", ""Computer and Information Sciences, General"", ""Criminal Justice/Safety Studies"", ""Drama and Dramatics/Theatre Arts, General"", ""Early Childhood Education and Teaching"", ""Electrical and Electronics Engineering"", ""English Literature (British and Commonwealth)"", ""Entrepreneurship/Entrepreneurial Studies"", ""Environmental Science"", ""Environmental/Environmental Health Engineering"", ""Finance, General"", ""Foreign Languages and Literatures, General"", ""Forensic Science and Technology"", ""Funeral Service and Mortuary Science, General"", ""Health Professions and Related Clinical Sciences, Other"", ""Health/Health Care Administration/Management"", ""Health/Medical Preparatory Programs, Other"", ""History, General"", ""Industrial Engineering""]"
22,Franklin & Marshall College,91,0.3411,2269,680,660,30,76020,76020,Private nonprofit,19812,80.5,PA,"[""African Studies"", ""American/United States Studies/Civilization"", ""Ancient/Classical Greek Language and Literature"", ""Animal Behavior and Ethology"", ""Anthropology"", ""Art History, Criticism and Conservation"", ""Astronomy"", ""Astrophysics"", ""Biochemistry"", ""Biology/Biological Sciences, General"", ""Business Administration and Management, General"", ""Chemistry, General"", ""Classics and Classical Languages, Literatures, and Linguistics, General"", ""Computer and Information Sciences, General"", ""Creative Writing"", ""Dance, General"", ""Drama and Dramatics/Theatre Arts, General"", ""Economics, General"", ""English Language and Literature, General"", ""Environmental Science"", ""Environmental Studies""]"
